0,11977753,46926350,208908,3385,5394,36462,3062316,9826528,24748204,24856436,24964624,4091,5311,387447,5288382,5743,11960529
5720,0.784423734,3.983842432,-0.12913695,-0.437453407,0.468393828,0.091795276,0.659202846,6.380020312,-0.067573045,0.746958399,0.976786363,-1.25370203,0.70427518,1.31615906,1.179922159,-0.731658064,0.186203499
55847,0.241753486,1.554598456,-0.306069475,-0.133992582,-0.048127466,-0.859033343,0.96297548,1.873003866,-0.264562309,0.37822674,0.266207131,-0.190622171,0.639115153,1.951666756,-0.976632282,1.150773399,-0.323326458
25803,-0.253856222,2.911992713,0.097295624,-0.14219251,-0.183988758,0.093164364,-0.301849862,-0.037231261,-0.164699349,-0.185241917,0.036207059,0.090814653,0.685782258,1.331386632,-1.417624734,0.379671276,-0.722178112
466,1.332946614,4.345812093,-0.122803457,-0.055511666,0.018101364,2.548401169,-0.541075563,1.195074679,-0.00442288,1.551697029,0.056621248,-0.140640662,-4.149222955,1.579698986,1.039111952,-0.796105355,0.062028781
6009,0.80794379,2.55013495,-0.169231382,0.242061276,-0.153265944,-1.472622234,-0.333245464,0.254909371,0.040024711,0.208793576,0.283741508,0.069368089,-1.178146099,2.302123884,-0.338607588,-0.725787267,-0.559528619
3480,0.005357281,-0.246997935,0.066853018,0.683014377,0.02058927,1.547087364,-0.081593819,-0.985487153,0.446508916,0.714430235,-0.042262752,-0.138836086,-0.528799771,0.586833566,-1.775720097,-0.660473466,-0.217008597
2309,0.388330263,0.659992015,-0.228750458,0.05277552,-0.457369719,0.767136222,0.128024597,1.277878137,-0.3347041,0.13005122,0.584578758,0.245229252,1.313361323,1.049129316,0.034828678,-0.955494344,-0.472586345
2946,-3.215497148,1.947730118,0.092239347,-0.034750822,0.068332996,-2.847494256,-1.161888348,-2.645047245,0.310126979,-0.653929394,-0.68627752,0.00662616,-0.063764331,6.142662374,2.46600008,-0.144442176,0.276941716
387,1.139879754,-0.787129888,-0.27844625,0.101126174,0.060228058,0.533173612,0.549347715,0.603568753,0.070894551,1.140457649,0.10288089,0.881221515,1.08661103,-0.227287242,-0.439563253,-0.294467725,-0.094111497
3553,0.980965,2.866715282,-0.214031944,0.067142092,-0.398716753,1.188880688,0.565072018,1.810862553,-0.304006347,0.28761842,0.079182759,0.274956498,0.019115973,2.228430826,-0.950934221,-0.059624672,-0.256298094
